"SampleID","DNAmAge","Comment","noMissingPerSample","meanMethBySample","minMethBySample","maxMethBySample","corSampleVSgoldstandard","meanAbsDifferenceSampleVSgoldstandard","predictedGender","meanXchromosome","predictedTissue","ProbabilityFrom.X.Vasc.Endoth.Umbilical.","ProbabilityFrom.Ape.WB","ProbabilityFrom.Blood.CD4.Tcells","ProbabilityFrom.Blood.CD4.CD14","ProbabilityFrom.Blood.Cell.Types","ProbabilityFrom.Blood.Cord","ProbabilityFrom.Blood.PBMC","ProbabilityFrom.Blood.WB","ProbabilityFrom.Bone","ProbabilityFrom.Brain.Cerebellar","ProbabilityFrom.Brain.CRBLM","ProbabilityFrom.Brain.FCTX","ProbabilityFrom.Brain.Occipital.Cortex","ProbabilityFrom.Brain.PONS","ProbabilityFrom.Brain.Prefr.CTX","ProbabilityFrom.Brain.TCTX","ProbabilityFrom.Breast","ProbabilityFrom.Breast.NL","ProbabilityFrom.Buccal","ProbabilityFrom.Cartilage.Knee","ProbabilityFrom.Colon","ProbabilityFrom.Dermal.fibroblast","ProbabilityFrom.Epidermis","ProbabilityFrom.Fat.Adip","ProbabilityFrom.Gastric","ProbabilityFrom.GlialCell","ProbabilityFrom.Head.Neck","ProbabilityFrom.Heart","ProbabilityFrom.Kidney","ProbabilityFrom.Liver","ProbabilityFrom.Liver.","ProbabilityFrom.Lung","ProbabilityFrom.MSC","ProbabilityFrom.Muscle","ProbabilityFrom.Neuron","ProbabilityFrom.Placenta","ProbabilityFrom.Prostate.NL","ProbabilityFrom.Saliva","ProbabilityFrom.Sperm","ProbabilityFrom.Stomach","ProbabilityFrom.Thyroid","ProbabilityFrom.Uterine.Cervix","ProbabilityFrom.Uterine.Endomet","AgeAccelerationDiff","AgeAccelerationResidual","Sample_Name","Age","Female","Tissue","CD8T","CD4T","NK","Bcell","Mono","Gran","propNeuron","DNAmAgeHannum","BioAge4HAStatic","PlasmaBlast","CD8pCD28nCD45RAn","CD8.naive","CD4.naive","DNAmPhenoAge","DNAmAgeSkinBloodClock","DNAmADM","DNAmB2M","DNAmCystatinC","DNAmGDF15","DNAmLeptin","DNAmPACKYRS","DNAmPAI1","DNAmTIMP1","DNAmGrimAge","DNAmTL","propNeuronAdjAge","DNAmAgeHannumAdjAge","BioAge4HAStaticAdjAge","PlasmaBlastAdjAge","CD8pCD28nCD45RAnAdjAge","CD8.naiveAdjAge","CD4.naiveAdjAge","DNAmPhenoAgeAdjAge","DNAmAgeSkinBloodClockAdjAge","DNAmADMAdjAge","DNAmB2MAdjAge","DNAmCystatinCAdjAge","DNAmGDF15AdjAge","DNAmLeptinAdjAge","DNAmPACKYRSAdjAge","DNAmPAI1AdjAge","DNAmTIMP1AdjAge","DNAmGrimAgeAdjAge","DNAmTLAdjAge","IEAA","EEAA","IEAA.Hannum","AgeAccelerationResidualHannum","AgeAccelGrim","AgeAccelPheno"
"Sample.1",31.9179640036186," WARNING: Predicted tissue does not match the column Tissue",0,0.28178229191142,0.00947271706418724,0.988796201654825,0.906725101310637,0.0821945601753236,"male",0.333186538290555,"Uterine Endomet",0.016,0.004,0.006,0.002,0.004,0.002,0.01,0.006,0.002,0.01,0.004,0.036,0.026,0.05,0.048,0.02,0.08,0.012,0.006,0.002,0.02,0.002,0,0.008,0.008,0.072,0.074,0.024,0.06,0.026,0.02,0.038,0.002,0.008,0.046,0.002,0.034,0.002,0.004,0.02,0.062,0.002,0.12,-29.0820359963814,4.91339749917312,"Sample 1",61,0,"pigmented layer of retina",0.10318471480039,0.28874467413517,0.120210368207116,0.287250745227811,0.19189197416955,0.23790562686213,0.415539804627211,27.6702907381057,15.1646121790785,0.897514916303507,1.86574206532331,405.865471453908,259.23701156511,0.0420851312054253,11.2661646007539,304.793373420379,1693147.550124,666879.386237212,514.117666560468,12428.554134668,10.2611463359711,15444.7910504389,34796.8991897287,59.2088227533704,6.85312878382536,-0.0176332180705633,3.30674874910571,5.67301176882901,0.0410122933587179,5.36964904374664,-23.0809556190328,-38.9809308275928,16.2251086216076,0.63607614778829,12.8665897768213,-4939.91011388113,5721.86163881414,26.1544682478164,-2876.48826542482,-2.63477432949828,921.753321231637,-482.570712391023,0.405982037941772,-0.0513192502933437,5.57065312508302,5.67301176882901,4.63257775934406,3.30674874910571,0.405982037941772,16.2251086216076
"Sample.10",27.7990455373869," WARNING: Predicted tissue does not match the column Tissue",0,0.289334099783291,0.00921961613848138,0.987523638504344,0.897990210154007,0.0870318598136608,"male",0.344642314278999,"GlialCell",0.016,0.012,0.002,0,0.004,0.002,0.014,0,0.004,0.01,0.01,0.062,0.056,0.04,0.046,0.026,0.058,0.004,0.008,0.006,0.014,0.008,0.002,0.004,0.006,0.108,0.044,0.016,0.052,0.034,0.018,0.02,0.002,0.014,0.084,0.004,0.026,0.004,0.01,0.022,0.05,0,0.078,-46.2009544626131,-5.4594780199839,"Sample 10",74,0,"pigmented layer of retina",0.111652153241762,0.277899409557277,0.129414279823977,0.301423699033874,0.176157243777165,0.272226993835229,0.4149505509232,26.6862120601745,11.7133647048372,0.866065814827658,-5.59791498311393,408.460866348023,347.685953265407,-21.3498975872617,11.6780376507988,291.552782972869,1883088.29808585,706195.885992519,615.085667813527,15398.3093582359,30.2304996382884,11612.4693405149,37391.743327377,70.9196588580409,6.90691818410306,-0.0114202226937803,-2.63537726995228,-3.35089285723536,-0.0084892918292151,-1.8661374382489,-5.88623258709403,77.0746901978235,-8.77505197272682,-4.61202204973488,-20.3607327384782,39514.8417217784,8125.4767890817,0.490637426641255,-1990.31398561665,14.307971425526,-2807.66383572502,254.354990042126,3.24736337449135,0.023713469666924,-6.15205577732473,-3.35089285723536,-1.72560141812916,-2.63537726995228,3.24736337449135,-8.77505197272682
"Sample.11",38.1271844328087," WARNING: Predicted tissue does not match the column Tissue",0,0.285254198536946,0.0094075788503443,0.99006645333535,0.915315279841636,0.0798243663123851,"male",0.340694553281336,"Uterine Endomet",0.008,0.014,0.008,0.002,0.002,0.004,0.01,0.006,0.006,0.008,0.008,0.038,0.036,0.044,0.038,0.024,0.08,0.008,0.01,0.002,0.028,0.006,0,0.014,0.006,0.084,0.068,0.014,0.058,0.018,0.02,0.034,0.002,0.014,0.036,0.01,0.036,0.006,0.002,0.014,0.068,0,0.106,-31.8728155671913,6.79295535326112,"Sample 11",70,0,"pigmented layer of retina",0.116637798741406,0.264914803834286,0.132234668840078,0.274393879607604,0.21212977000618,0.237359665988009,0.416722830390084,30.1232299934913,17.3328176452768,0.910929528433554,-1.02239535881148,382.993646259556,301.657579466443,-3.60161474715805,15.8858970530525,331.592022437663,1925723.70743655,685010.338656387,605.367383649183,16435.1173478079,14.9534165784634,19885.0929686474,36314.6029821506,68.6145623572674,6.67639367181718,-0.0117409429440636,2.32719369140355,3.98322382222672,0.0419290321496292,2.63926816560995,-35.845553641045,22.5519535295925,10.0834394445667,1.33736696715515,25.8282704394818,126915.172957466,-1702.25989934641,29.735993900523,-312.404167195432,-0.0378477735934628,5433.29685303296,-251.118144348826,3.67132987929357,-0.213347448675137,3.17948845871794,3.98322382222672,-0.448663665474088,2.32719369140355,3.67132987929357,10.0834394445667
"Sample.12",35.7144325738502," WARNING: Predicted tissue does not match the column Tissue",0,0.29066852884625,0.0107162358362466,0.986001646502513,0.910254093784103,0.0832572646288251,"male",0.343623133782292,"GlialCell",0.004,0.012,0.006,0.002,0.002,0.002,0.006,0.01,0.002,0.012,0.014,0.042,0.032,0.04,0.036,0.014,0.084,0.008,0.01,0.008,0.014,0.006,0.002,0.008,0.01,0.102,0.072,0.03,0.074,0.024,0.018,0.026,0.004,0.018,0.032,0.002,0.034,0.006,0.006,0.018,0.058,0,0.09,-40.2855674261498,1.49376177756786,"Sample 12",76,0,"pigmented layer of retina",0.101250852297465,0.253899836556146,0.156435481583477,0.264981437368934,0.178875720430497,0.274444394993945,0.406024108026483,38.5059237199712,26.9458024796483,0.986054151029665,-0.577495353279373,369.307052507327,195.139892571397,3.76736058096348,27.7418685090659,307.656223934096,2088790.27034354,719087.71948954,685.029320396783,12249.5953883971,18.3165081966178,13854.8521181801,38315.2105244987,72.6042970565338,6.45829591587125,-0.0193001657319131,8.42155787582491,11.0242130480645,0.108721739186317,3.18933920180745,-42.7939959450477,-71.224189061553,15.7871019069034,10.5810440012141,-7.33217363383445,222834.353036985,15338.4049622505,50.9524696907853,-5459.57886987996,1.92834805350256,-549.449588372475,891.988581746216,3.56747007019635,-0.421640595536803,-5.09416232416357,11.0242130480645,2.13353279007168,8.42155787582491,3.56747007019635,15.7871019069034
"Sample.13",50.7602169082698," WARNING: Predicted tissue does not match the column Tissue",0,0.29385652435035,0.00968047923634995,0.990037696613508,0.906548306922238,0.0843208149745442,"male",0.343521400734672,"Uterine Endomet",0.016,0.004,0.012,0.002,0,0.004,0.014,0.01,0.008,0.008,0.006,0.042,0.04,0.046,0.038,0.026,0.082,0.014,0.006,0.004,0.02,0.004,0.002,0.004,0.004,0.072,0.074,0.018,0.048,0.036,0.016,0.024,0.004,0.016,0.052,0.006,0.048,0.004,0.004,0.012,0.048,0.002,0.1,-28.2397830917302,15.0963252536201,"Sample 13",79,0,"pigmented layer of retina",0.0850454490648036,0.283332683437,0.15782155617876,0.278884782559964,0.173266530404084,0.247068571281533,0.416398151745081,38.8209291985766,30.3525948451586,0.873224204687856,8.51125141485694,331.841863380832,250.537610290228,1.50728139937827,24.3748755620622,306.547931556117,1967958.82075107,696471.268776603,699.611696924117,17038.9719368365,20.0502174345011,15532.8488245902,37309.2693630382,71.5054988758659,6.53436670504483,-0.00735637222543911,7.59239858340101,13.145007609308,-0.0082741649352037,12.3306714852765,-76.8901093474298,-9.45569919077123,12.6943662924257,5.90790384323319,-13.052788796687,68429.212030773,-15796.4037364648,36.3121157394507,-1151.02869307739,2.96360939585674,1152.29432256854,-542.702987840852,0.421874635346687,-0.340667501821096,12.6536148819705,13.145007609308,1.41417914675252,7.59239858340101,0.421874635346687,12.6943662924257
"Sample.14",35.1587867383541," WARNING: Predicted tissue does not match the column Tissue",0,0.298976548375426,0.0100898332698112,0.98632537451715,0.892558034141531,0.0908109011888246,"female",0.500431248880519,"Neuron",0.012,0.016,0.006,0,0.004,0.004,0.016,0.004,0.002,0.016,0.02,0.056,0.044,0.034,0.058,0.024,0.054,0.01,0.004,0.008,0.012,0.006,0,0.002,0.008,0.116,0.018,0.022,0.044,0.032,0.014,0.02,0.002,0.012,0.132,0.01,0.02,0.004,0.004,0.016,0.038,0.002,0.074,-53.8412132616459,-5.3158411108536,"Sample 14",89,1,"pigmented layer of retina",0.0389267318147468,0.311900133574158,0.169744108457249,0.294160636469918,0.173211588465358,0.263611621488634,0.437837178898537,30.4272382269235,10.9548572781697,0.619747464262096,-17.6632050265187,443.072155587843,212.683904688642,-22.1026209794616,16.2338054509601,332.510963783798,2109344.27365368,764489.132245171,737.2948128134,23017.8563844403,17.7910023260107,9328.75955216149,39378.0579096231,76.6645560301406,7.1047630365084,0.0193151542209358,-4.61517495834954,-10.5393893052371,-0.275637431293335,-13.6684999049902,45.5704352732919,-26.0734976191894,-13.6910575293889,-6.58699030445977,-2.46416585192084,97902.3602209252,23826.9331128421,-23.4138699668286,3225.10118240355,-1.62376536439751,-4972.63760142378,96.9175316555717,-1.24172572431778,0.24606984478291,1.52075127981457,-10.5393893052371,1.77871384374204,-4.61517495834954,-1.24172572431778,-13.6910575293889
"Sample.15",29.1781086992544," WARNING: Predicted tissue does not match the column Tissue",0,0.278114592386127,0.0106908758308009,0.988614380099375,0.903273489396806,0.0826612720026768,"male",0.334320173825478,"Uterine Endomet",0.006,0.002,0.008,0.002,0.002,0.008,0.022,0,0.006,0.004,0.014,0.022,0.022,0.034,0.028,0.02,0.124,0.014,0.01,0.01,0.018,0.004,0,0.006,0.01,0.072,0.066,0.016,0.056,0.022,0.02,0.03,0.006,0.008,0.016,0.006,0.034,0,0,0.02,0.058,0,0.174,-36.8218913007456,-0.231825902470022,"Sample 15",66,0,"pigmented layer of retina",0.0887497856189285,0.282570749700156,0.109963231397357,0.28553027336529,0.209561541445434,0.246659763380507,0.398791565378271,26.2944976457831,14.0486708900556,0.941385069554953,4.07403805787132,431.89637277612,309.142490373952,-4.39612911854458,18.4535739233349,311.266389401981,1790601.47984977,690526.220239214,654.534899674404,8639.26547707696,15.4164706036209,19960.7832303364,35921.7094623642,66.20072248912,6.62083277482262,-0.0317652076730443,0.0240143717342927,2.41374080602805,0.0779391836439777,7.66558756184915,8.56507191003456,21.5425015678344,10.3991336503702,5.64657345207389,11.6524011169658,36557.8672556671,15171.4323311849,117.867150563968,-7467.15420907728,1.35647011226956,5477.3241753474,-72.3444532998551,3.9865530167218,-0.275444751725874,2.0437767832085,2.41374080602805,1.33629603332639,0.0240143717342927,3.9865530167218,10.3991336503702
"Sample.16",30.962472133878," WARNING: Predicted tissue does not match the column Tissue",0,0.293464531479864,0.00915901922873624,0.987269598838839,0.912126534785721,0.0828842552775674,"male",0.34394803570064,"Uterine Endomet",0.018,0.008,0.004,0,0.002,0.01,0.008,0.004,0,0.008,0.01,0.028,0.042,0.034,0.032,0.02,0.088,0.008,0.01,0.004,0.024,0.008,0.002,0.006,0.008,0.102,0.062,0.024,0.07,0.03,0.02,0.022,0.002,0.01,0.044,0.008,0.026,0.004,0.002,0.02,0.05,0.002,0.116,-39.037527866122,-0.37175694566964,"Sample 16",70,0,"pigmented layer of retina",0.0779750103210122,0.281930039500462,0.142689067929296,0.288965524737814,0.210851911364542,0.237037685719794,0.410912221016792,33.2879078097925,22.9550448843888,0.991941170541659,4.32258840824286,359.140201032937,203.084149138946,-4.12214816121684,20.1127366901896,298.626411451735,1847908.26463208,681432.951640367,660.358596392355,15162.7049321593,9.69975354502583,17610.1841647823,36152.7771249947,64.2725565845377,6.5784172576523,-0.0175515523173556,5.49187150770477,9.60545106133874,0.122940674257734,7.98425193266428,-59.6989988676643,-76.0214767979045,9.56290603050796,5.56420660429231,-7.13734054644634,49099.7301529939,-5279.64691536643,84.7272066436949,-1584.81658284409,-5.29151080703105,3158.38804916789,-412.944001504724,-0.670675893436137,-0.31132386284001,0.472943944381356,9.60545106133874,1.08334422364676,5.49187150770477,-0.670675893436137,9.56290603050796
"Sample.17",45.0818258865614," WARNING: Predicted tissue does not match the column Tissue",0,0.312564313509938,0.00931601940793837,0.988800892674065,0.914748678348006,0.0889187176374566,"female",0.5166530945619,"GlialCell",0.012,0.01,0.012,0,0.006,0.004,0.02,0.008,0.008,0.004,0.008,0.058,0.022,0.026,0.042,0.03,0.074,0.012,0.008,0.008,0.024,0.004,0.004,0.002,0.016,0.082,0.068,0.02,0.044,0.032,0.026,0.03,0.002,0.01,0.048,0.004,0.02,0.004,0.004,0.05,0.066,0.002,0.066,-37.9181741134386,7.49363975408852,"Sample 17",83,1,"pigmented layer of retina",0.125935639145707,0.29521119437301,0.17459274388233,0.265096182995519,0.155888365334664,0.231091377113258,0.435131771745316,41.847639872933,33.3501900304718,0.945720809886417,3.53196323782507,264.104568256314,33.1508246492059,3.48773069109468,33.4746864524889,329.789094234414,1972700.65135671,686153.20395266,741.383717304232,20175.5701386791,21.0233679724236,10401.4032429799,38311.4783198778,72.1333127921157,6.72417007765348,0.0134702474919635,9.09355622971844,14.4279390555987,0.0586678298904086,7.42149732868819,-140.135303506463,-218.348121962526,13.5646070069522,13.2661851190236,4.03861016844329,28406.1207514314,-37472.2792081125,39.1204954813405,1344.46767991604,3.00549607307364,-3947.48831966721,-112.161241836631,-1.67937445397921,-0.144327723156272,3.97782247490959,14.4279390555987,2.30155614741254,9.09355622971844,-1.67937445397921,13.5646070069522
"Sample.18",44.6405283072824," WARNING: Predicted tissue does not match the column Tissue",0,0.29216051517483,0.0103889624339866,0.987357497150997,0.921412777694588,0.0798796974732615,"male",0.347024102155018,"Uterine Endomet",0.008,0.01,0.006,0.002,0.004,0.004,0.008,0.01,0.006,0.008,0.004,0.052,0.036,0.036,0.028,0.024,0.066,0.006,0.006,0.008,0.03,0.004,0,0.004,0.008,0.096,0.08,0.018,0.058,0.036,0.026,0.036,0.002,0.014,0.04,0.004,0.026,0.006,0.004,0.016,0.058,0.004,0.098,-31.3594716927176,10.4198575110001,"Sample 18",76,0,"pigmented layer of retina",0.105238754371795,0.224647241102378,0.138734585362912,0.244698059550728,0.202745923356157,0.315395050313776,0.415512807485518,44.8614054083806,36.5204350906837,1.04257069854524,6.1838225413279,337.329293600194,206.974724655773,8.8750049068673,31.2018537288159,323.943428270091,1909649.46356205,694854.890373747,716.08598343611,15058.5801279726,24.1049467813667,17227.8598318345,37967.143515446,73.971939275728,6.57741545416138,-0.00981146627287851,14.7770395642343,20.5988456591,0.165238286701893,9.95065709641472,-74.7717548521807,-59.3893569771764,20.8947462328072,14.0410292209641,8.95503070216072,43693.5462554913,-8894.42415354223,82.0091327301119,-2650.59413030446,7.71678663825152,2823.55812528191,543.921572693489,4.93511228939064,-0.302521057246675,3.25461699827148,20.5988456591,0.29575563776338,14.7770395642343,4.93511228939064,20.8947462328072
